cohort,variable,value,value_label
MHAS,r3moneya,,.p:proxy ivw
MHAS,r3moneya,,.r:Refuse
MHAS,r3moneya,,.s:Skip
MHAS,r3moneya,,.u:Unmar
MHAS,r3moneya,,.v:SP NR
MHAS,r3moneya,,.x:Doesn't do
MHAS,r3proxy,0,0.Not proxy
MHAS,r3proxy,1,1.Proxy
MHAS,r3proxy,,.d:DK
MHAS,r3proxy,,.i:Invalid
MHAS,r3proxy,,.m:Missing
MHAS,r3proxy,,.r:Refuse
MHAS,r3proxy,,.s:Skip
MHAS,r3proxy,,.u:Unmar
MHAS,r3proxy,,.v:SP NR
MHAS,r4iwstat,0,0.Inap
MHAS,r4iwstat,1,"1.Resp, alive"
MHAS,r4iwstat,4,"4.NR, alive"
MHAS,r4iwstat,5,"5.NR, died this wave"
MHAS,r4iwstat,6,"6.NR, died prev wave"
MHAS,r4iwstat,7,"7.NR, dropped from sample"
MHAS,r4iwstat,9,"9.NR, dk if alive or died"
MHAS,r4iwstat,,.d:DK
MHAS,r4iwstat,,.i:Invalid
MHAS,r4iwstat,,.m:Missing
MHAS,r4iwstat,,.r:Refuse
MHAS,r4iwstat,,.s:Skip
MHAS,r4iwstat,,.u:Unmar
MHAS,r4iwstat,,.v:SP NR
MHAS,r4dressa,0,0.No
MHAS,r4dressa,1,1.Yes
MHAS,r4dressa,,.d:DK
MHAS,r4dressa,,.i:Invalid
MHAS,r4dressa,,.m:Missing
MHAS,r4dressa,,.p:proxy ivw
MHAS,r4dressa,,.r:Refuse
MHAS,r4dressa,,.s:Skip
MHAS,r4dressa,,.u:Unmar
MHAS,r4dressa,,.v:SP NR
MHAS,r4dressa,,.x:Doesn't do
MHAS,r4batha,0,0.No
MHAS,r4batha,1,1.Yes
MHAS,r4batha,,.d:DK
MHAS,r4batha,,.i:Invalid
MHAS,r4batha,,.m:Missing
MHAS,r4batha,,.p:proxy ivw
MHAS,r4batha,,.r:Refuse
MHAS,r4batha,,.s:Skip
MHAS,r4batha,,.u:Unmar
MHAS,r4batha,,.v:SP NR
MHAS,r4batha,,.x:Doesn't do
MHAS,r4eata,0,0.No
MHAS,r4eata,1,1.Yes
MHAS,r4eata,,.d:DK
MHAS,r4eata,,.i:Invalid
MHAS,r4eata,,.m:Missing
MHAS,r4eata,,.p:proxy ivw
MHAS,r4eata,,.r:Refuse
MHAS,r4eata,,.s:Skip
MHAS,r4eata,,.u:Unmar
MHAS,r4eata,,.v:SP NR
MHAS,r4eata,,.x:Doesn't do
MHAS,r4beda,0,0.No
MHAS,r4beda,1,1.Yes
MHAS,r4beda,,.d:DK
MHAS,r4beda,,.i:Invalid
MHAS,r4beda,,.m:Missing
MHAS,r4beda,,.p:proxy ivw
MHAS,r4beda,,.r:Refuse
MHAS,r4beda,,.s:Skip
MHAS,r4beda,,.u:Unmar
MHAS,r4beda,,.v:SP NR
MHAS,r4beda,,.x:Doesn't do
MHAS,r4toilta,0,0.No
MHAS,r4toilta,1,1.Yes
MHAS,r4toilta,,.d:DK
MHAS,r4toilta,,.i:Invalid
MHAS,r4toilta,,.m:Missing
MHAS,r4toilta,,.p:proxy ivw
MHAS,r4toilta,,.r:Refuse
MHAS,r4toilta,,.s:Skip
MHAS,r4toilta,,.u:Unmar
MHAS,r4toilta,,.v:SP NR
MHAS,r4toilta,,.x:Doesn't do
MHAS,r4shopa,0,0.No
MHAS,r4shopa,1,1.Yes
MHAS,r4shopa,,.d:DK
MHAS,r4shopa,,.i:Invalid
MHAS,r4shopa,,.m:Missing
MHAS,r4shopa,,.p:proxy ivw
MHAS,r4shopa,,.r:Refuse
MHAS,r4shopa,,.s:Skip
MHAS,r4shopa,,.u:Unmar
MHAS,r4shopa,,.v:SP NR
MHAS,r4shopa,,.x:Doesn't do
MHAS,r4mealsa,0,0.No
MHAS,r4mealsa,1,1.Yes
MHAS,r4mealsa,,.d:DK
MHAS,r4mealsa,,.i:Invalid
MHAS,r4mealsa,,.m:Missing
MHAS,r4mealsa,,.p:proxy ivw
MHAS,r4mealsa,,.r:Refuse
MHAS,r4mealsa,,.s:Skip
MHAS,r4mealsa,,.u:Unmar
MHAS,r4mealsa,,.v:SP NR
MHAS,r4mealsa,,.x:Doesn't do
MHAS,r4medsa,0,0.No
MHAS,r4medsa,1,1.Yes
MHAS,r4medsa,,.d:DK
MHAS,r4medsa,,.i:Invalid
MHAS,r4medsa,,.m:Missing
MHAS,r4medsa,,.p:proxy ivw
MHAS,r4medsa,,.r:Refuse
MHAS,r4medsa,,.s:Skip
MHAS,r4medsa,,.u:Unmar
MHAS,r4medsa,,.v:SP NR
MHAS,r4medsa,,.x:Doesn't do
MHAS,r4moneya,0,0.No
MHAS,r4moneya,1,1.Yes
MHAS,r4moneya,,.d:DK
MHAS,r4moneya,,.i:Invalid
MHAS,r4moneya,,.m:Missing
MHAS,r4moneya,,.p:proxy ivw
MHAS,r4moneya,,.r:Refuse
MHAS,r4moneya,,.s:Skip
MHAS,r4moneya,,.u:Unmar
MHAS,r4moneya,,.v:SP NR
MHAS,r4moneya,,.x:Doesn't do
MHAS,r4proxy,0,0.Not proxy
MHAS,r4proxy,1,1.Proxy
MHAS,r4proxy,,.d:DK
MHAS,r4proxy,,.i:Invalid
MHAS,r4proxy,,.m:Missing
MHAS,r4proxy,,.r:Refuse
MHAS,r4proxy,,.s:Skip
MHAS,r4proxy,,.u:Unmar
MHAS,r4proxy,,.v:SP NR
MHAS,r5iwstat,0,0.Inap
MHAS,r5iwstat,1,"1.Resp, alive"
MHAS,r5iwstat,4,"4.NR, alive"
MHAS,r5iwstat,5,"5.NR, died this wave"
MHAS,r5iwstat,6,"6.NR, died prev wave"
MHAS,r5iwstat,7,"7.NR, dropped from sample"
MHAS,r5iwstat,9,"9.NR, dk if alive or died"
MHAS,r5iwstat,,.d:DK
MHAS,r5iwstat,,.i:Invalid
MHAS,r5iwstat,,.m:Missing
MHAS,r5iwstat,,.r:Refuse
MHAS,r5iwstat,,.s:Skip
MHAS,r5iwstat,,.u:Unmar
MHAS,r5iwstat,,.v:SP NR
MHAS,r5dressa,0,0.No
MHAS,r5dressa,1,1.Yes
MHAS,r5dressa,,.d:DK
MHAS,r5dressa,,.i:Invalid
MHAS,r5dressa,,.m:Missing
MHAS,r5dressa,,.p:proxy ivw
MHAS,r5dressa,,.r:Refuse
MHAS,r5dressa,,.s:Skip
MHAS,r5dressa,,.u:Unmar
MHAS,r5dressa,,.v:SP NR
MHAS,r5dressa,,.x:Doesn't do
MHAS,r5batha,0,0.No
MHAS,r5batha,1,1.Yes
MHAS,r5batha,,.d:DK
MHAS,r5batha,,.i:Invalid
MHAS,r5batha,,.m:Missing
MHAS,r5batha,,.p:proxy ivw
MHAS,r5batha,,.r:Refuse
MHAS,r5batha,,.s:Skip
MHAS,r5batha,,.u:Unmar
MHAS,r5batha,,.v:SP NR
MHAS,r5batha,,.x:Doesn't do
MHAS,r5eata,0,0.No
MHAS,r5eata,1,1.Yes
MHAS,r5eata,,.d:DK
MHAS,r5eata,,.i:Invalid
MHAS,r5eata,,.m:Missing
MHAS,r5eata,,.p:proxy ivw
MHAS,r5eata,,.r:Refuse
MHAS,r5eata,,.s:Skip
MHAS,r5eata,,.u:Unmar
MHAS,r5eata,,.v:SP NR
MHAS,r5eata,,.x:Doesn't do
MHAS,r5beda,0,0.No
MHAS,r5beda,1,1.Yes
MHAS,r5beda,,.d:DK
MHAS,r5beda,,.i:Invalid
MHAS,r5beda,,.m:Missing
MHAS,r5beda,,.p:proxy ivw
MHAS,r5beda,,.r:Refuse
MHAS,r5beda,,.s:Skip
MHAS,r5beda,,.u:Unmar
MHAS,r5beda,,.v:SP NR
MHAS,r5beda,,.x:Doesn't do
MHAS,r5toilta,0,0.No
MHAS,r5toilta,1,1.Yes
MHAS,r5toilta,,.d:DK
MHAS,r5toilta,,.i:Invalid
MHAS,r5toilta,,.m:Missing
MHAS,r5toilta,,.p:proxy ivw
MHAS,r5toilta,,.r:Refuse
MHAS,r5toilta,,.s:Skip
MHAS,r5toilta,,.u:Unmar
MHAS,r5toilta,,.v:SP NR
MHAS,r5toilta,,.x:Doesn't do
MHAS,r5shopa,0,0.No
MHAS,r5shopa,1,1.Yes
MHAS,r5shopa,,.d:DK
MHAS,r5shopa,,.i:Invalid
MHAS,r5shopa,,.m:Missing
MHAS,r5shopa,,.p:proxy ivw
MHAS,r5shopa,,.r:Refuse
MHAS,r5shopa,,.s:Skip
MHAS,r5shopa,,.u:Unmar
MHAS,r5shopa,,.v:SP NR
MHAS,r5shopa,,.x:Doesn't do
MHAS,r5mealsa,0,0.No
MHAS,r5mealsa,1,1.Yes
MHAS,r5mealsa,,.d:DK
MHAS,r5mealsa,,.i:Invalid
MHAS,r5mealsa,,.m:Missing
MHAS,r5mealsa,,.p:proxy ivw
MHAS,r5mealsa,,.r:Refuse
MHAS,r5mealsa,,.s:Skip
MHAS,r5mealsa,,.u:Unmar
MHAS,r5mealsa,,.v:SP NR
MHAS,r5mealsa,,.x:Doesn't do
MHAS,r5medsa,0,0.No
MHAS,r5medsa,1,1.Yes
MHAS,r5medsa,,.d:DK
MHAS,r5medsa,,.i:Invalid
MHAS,r5medsa,,.m:Missing
MHAS,r5medsa,,.p:proxy ivw
MHAS,r5medsa,,.r:Refuse
MHAS,r5medsa,,.s:Skip
MHAS,r5medsa,,.u:Unmar
MHAS,r5medsa,,.v:SP NR
MHAS,r5medsa,,.x:Doesn't do
MHAS,r5moneya,0,0.No
MHAS,r5moneya,1,1.Yes
MHAS,r5moneya,,.d:DK
MHAS,r5moneya,,.i:Invalid
MHAS,r5moneya,,.m:Missing
MHAS,r5moneya,,.p:proxy ivw
MHAS,r5moneya,,.r:Refuse
MHAS,r5moneya,,.s:Skip
MHAS,r5moneya,,.u:Unmar
MHAS,r5moneya,,.v:SP NR
MHAS,r5moneya,,.x:Doesn't do
MHAS,r5proxy,0,0.Not proxy
MHAS,r5proxy,1,1.Proxy
MHAS,r5proxy,,.d:DK
MHAS,r5proxy,,.i:Invalid
MHAS,r5proxy,,.m:Missing
MHAS,r5proxy,,.r:Refuse
MHAS,r5proxy,,.s:Skip
MHAS,r5proxy,,.u:Unmar
MHAS,r5proxy,,.v:SP NR
MHAS,r6iwstat,0,0.Inap
MHAS,r6iwstat,1,"1.Resp, alive"
MHAS,r6iwstat,4,"4.NR, alive"
MHAS,r6iwstat,5,"5.NR, died this wave"
MHAS,r6iwstat,6,"6.NR, died prev wave"
MHAS,r6iwstat,7,"7.NR, dropped from sample"
MHAS,r6iwstat,9,"9.NR, dk if alive or died"
MHAS,r6iwstat,,.d:DK
MHAS,r6iwstat,,.i:Invalid
MHAS,r6iwstat,,.m:Missing
MHAS,r6iwstat,,.r:Refuse
MHAS,r6iwstat,,.s:Skip
MHAS,r6iwstat,,.u:Unmar
MHAS,r6iwstat,,.v:SP NR
MHAS,r6dressa,0,0.No
MHAS,r6dressa,1,1.Yes
MHAS,r6dressa,,.d:DK
MHAS,r6dressa,,.i:Invalid
MHAS,r6dressa,,.m:Missing
MHAS,r6dressa,,.p:proxy ivw
MHAS,r6dressa,,.r:Refuse
MHAS,r6dressa,,.s:Skip
MHAS,r6dressa,,.u:Unmar
MHAS,r6dressa,,.v:SP NR
MHAS,r6dressa,,.x:Doesn't do
MHAS,r6batha,0,0.No
MHAS,r6batha,1,1.Yes
MHAS,r6batha,,.d:DK
MHAS,r6batha,,.i:Invalid
MHAS,r6batha,,.m:Missing
MHAS,r6batha,,.p:proxy ivw
MHAS,r6batha,,.r:Refuse
MHAS,r6batha,,.s:Skip
MHAS,r6batha,,.u:Unmar
MHAS,r6batha,,.v:SP NR
MHAS,r6batha,,.x:Doesn't do
MHAS,r6eata,0,0.No
MHAS,r6eata,1,1.Yes
MHAS,r6eata,,.d:DK
MHAS,r6eata,,.i:Invalid
MHAS,r6eata,,.m:Missing
MHAS,r6eata,,.p:proxy ivw
MHAS,r6eata,,.r:Refuse
MHAS,r6eata,,.s:Skip
MHAS,r6eata,,.u:Unmar
MHAS,r6eata,,.v:SP NR
MHAS,r6eata,,.x:Doesn't do
MHAS,r6beda,0,0.No
MHAS,r6beda,1,1.Yes
MHAS,r6beda,,.d:DK
MHAS,r6beda,,.i:Invalid
MHAS,r6beda,,.m:Missing
MHAS,r6beda,,.p:proxy ivw
MHAS,r6beda,,.r:Refuse
MHAS,r6beda,,.s:Skip
MHAS,r6beda,,.u:Unmar
MHAS,r6beda,,.v:SP NR
MHAS,r6beda,,.x:Doesn't do
MHAS,r6toilta,0,0.No
MHAS,r6toilta,1,1.Yes
MHAS,r6toilta,,.d:DK
MHAS,r6toilta,,.i:Invalid
MHAS,r6toilta,,.m:Missing
MHAS,r6toilta,,.p:proxy ivw
MHAS,r6toilta,,.r:Refuse
MHAS,r6toilta,,.s:Skip
MHAS,r6toilta,,.u:Unmar
MHAS,r6toilta,,.v:SP NR
MHAS,r6toilta,,.x:Doesn't do
MHAS,r6shopa,0,0.No
MHAS,r6shopa,1,1.Yes
MHAS,r6shopa,,.d:DK
MHAS,r6shopa,,.i:Invalid
MHAS,r6shopa,,.m:Missing
MHAS,r6shopa,,.p:proxy ivw
MHAS,r6shopa,,.r:Refuse
MHAS,r6shopa,,.s:Skip
MHAS,r6shopa,,.u:Unmar
MHAS,r6shopa,,.v:SP NR
MHAS,r6shopa,,.x:Doesn't do
MHAS,r6mealsa,0,0.No
MHAS,r6mealsa,1,1.Yes
MHAS,r6mealsa,,.d:DK
MHAS,r6mealsa,,.i:Invalid
MHAS,r6mealsa,,.m:Missing
MHAS,r6mealsa,,.p:proxy ivw
MHAS,r6mealsa,,.r:Refuse
MHAS,r6mealsa,,.s:Skip
MHAS,r6mealsa,,.u:Unmar
MHAS,r6mealsa,,.v:SP NR
MHAS,r6mealsa,,.x:Doesn't do
MHAS,r6medsa,0,0.No
MHAS,r6medsa,1,1.Yes
MHAS,r6medsa,,.d:DK
MHAS,r6medsa,,.i:Invalid
MHAS,r6medsa,,.m:Missing
MHAS,r6medsa,,.p:proxy ivw
MHAS,r6medsa,,.r:Refuse
MHAS,r6medsa,,.s:Skip
MHAS,r6medsa,,.u:Unmar
MHAS,r6medsa,,.v:SP NR
MHAS,r6medsa,,.x:Doesn't do
MHAS,r6moneya,0,0.No
MHAS,r6moneya,1,1.Yes
MHAS,r6moneya,,.d:DK
MHAS,r6moneya,,.i:Invalid
MHAS,r6moneya,,.m:Missing
MHAS,r6moneya,,.p:proxy ivw
MHAS,r6moneya,,.r:Refuse
MHAS,r6moneya,,.s:Skip
MHAS,r6moneya,,.u:Unmar
MHAS,r6moneya,,.v:SP NR
MHAS,r6moneya,,.x:Doesn't do
MHAS,r6proxy,0,0.Not proxy
MHAS,r6proxy,1,1.Proxy
MHAS,r6proxy,,.d:DK
MHAS,r6proxy,,.i:Invalid
MHAS,r6proxy,,.m:Missing
MHAS,r6proxy,,.r:Refuse
MHAS,r6proxy,,.s:Skip
MHAS,r6proxy,,.u:Unmar
MHAS,r6proxy,,.v:SP NR
CHARLS,w5_raw_db001,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db001,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db001,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db001,4,4 Can Not Do It
CHARLS,w5_raw_db003,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db003,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db003,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db003,4,4 Can Not Do It
CHARLS,w5_raw_db005,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db005,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db005,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db005,4,4 Can Not Do It
CHARLS,w5_raw_db007,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db007,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db007,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db007,4,4 Can Not Do It
CHARLS,w5_raw_db009,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db009,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db009,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db009,4,4 Can Not Do It
CHARLS,w5_raw_db016,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db016,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db016,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db016,4,4 Can Not Do It
CHARLS,w5_raw_db014,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db014,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db014,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db014,4,4 Can Not Do It
CHARLS,w5_raw_db020,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db020,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db020,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db020,4,4 Can Not Do It
CHARLS,w5_raw_db022,1,1 Don't Have Any Difficulty
CHARLS,w5_raw_db022,2,2 Have Difficulty But Can Still Do It
CHARLS,w5_raw_db022,3,3 Have Difficulty and Need Help
CHARLS,w5_raw_db022,4,4 Can Not Do It
