cohort,exposure,process,term,estimate,hazard_ratio,sensitivity
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.09428317537628,0.123158495061678,interval_1_to_3_years
CHARLS,wealth,recovery,origin_factorD2,0.247649653666834,1.28101105604133,interval_1_to_3_years
CHARLS,wealth,recovery,period_factor2,-0.260924612548826,0.770338991319208,interval_1_to_3_years
CHARLS,wealth,recovery,period_factor3,-0.839275236830761,0.43202352472844,interval_1_to_3_years
CHARLS,wealth,recovery,period_factor4,-0.53890558324818,0.583386370943616,interval_1_to_3_years
CHARLS,wealth,recovery,seslow,-0.250956036404207,0.778056576971909,interval_1_to_3_years
CHARLS,wealth,recovery,sesmiddle,-0.130232984784502,0.877890871876314,interval_1_to_3_years
CHARLS,wealth,recovery,sex_factormale,0.134398512323938,1.14384856657873,interval_1_to_3_years
CHARLS,wealth,relapse,(Intercept),-1.33166071894971,0.264038403410886,interval_1_to_3_years
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.647291893024637,1.91036035733506,interval_1_to_3_years
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.347070137157641,1.41491596007411,interval_1_to_3_years
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.779682516978267,2.18077979502115,interval_1_to_3_years
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.737503462337121,2.09070945878029,interval_1_to_3_years
CHARLS,wealth,relapse,period_factor3,-0.60531571422918,0.545902050385278,interval_1_to_3_years
CHARLS,wealth,relapse,period_factor4,-0.353868902949644,0.701966987124961,interval_1_to_3_years
CHARLS,wealth,relapse,seslow,0.0650862081670131,1.06725102617319,interval_1_to_3_years
CHARLS,wealth,relapse,sesmiddle,0.152021716175793,1.16418551781497,interval_1_to_3_years
CHARLS,wealth,relapse,sex_factormale,-0.417276912102834,0.658838454340001,interval_1_to_3_years
ELSA,education,death_post,(Intercept),-3.64621100894821,0.0260897957391968,interval_1_to_3_years
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.50718682937863,4.51401422356095,interval_1_to_3_years
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.88727914374133,6.60138280991966,interval_1_to_3_years
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.43133684015536,30.9179474883326,interval_1_to_3_years
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.90661362238401,18.2947406503236,interval_1_to_3_years
ELSA,education,death_post,origin_factorD2,-0.133829133814586,0.87473951523914,interval_1_to_3_years
ELSA,education,death_post,origin_factorR1,-0.561978954654701,0.570079784777687,interval_1_to_3_years
ELSA,education,death_post,period_factor2,-0.104179092481449,0.901063909198485,interval_1_to_3_years
ELSA,education,death_post,period_factor3,-0.115111341663227,0.891266903242738,interval_1_to_3_years
ELSA,education,death_post,period_factor4,-0.0702559847187732,0.932155171882601,interval_1_to_3_years
ELSA,education,death_post,period_factor5,-0.327399112972877,0.720796006573729,interval_1_to_3_years
ELSA,education,death_post,proxy_factorself,-0.814038169817169,0.443065276038825,interval_1_to_3_years
ELSA,education,death_post,seslow,0.317870578715784,1.37419839919665,interval_1_to_3_years
ELSA,education,death_post,sesmiddle,0.0942717921631681,1.0988583664264,interval_1_to_3_years
ELSA,education,death_post,sex_factormale,0.558210067054887,1.74754171669396,interval_1_to_3_years
ELSA,education,death_pre,(Intercept),-5.10469620192027,0.00606818213724609,interval_1_to_3_years
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.97294064554473,7.19179394046793,interval_1_to_3_years
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",3.08170561458477,21.7955455115804,interval_1_to_3_years
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.83384448388922,46.2399657604533,interval_1_to_3_years
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.20002297270241,9.02522083076498,interval_1_to_3_years
ELSA,education,death_pre,period_factor2,-0.107330754816581,0.898228530439516,interval_1_to_3_years
ELSA,education,death_pre,period_factor3,-0.154308319379847,0.857007748175891,interval_1_to_3_years
ELSA,education,death_pre,period_factor4,-0.156056825938714,0.855510573798255,interval_1_to_3_years
ELSA,education,death_pre,period_factor5,-0.703569622627727,0.494815841689282,interval_1_to_3_years
ELSA,education,death_pre,proxy_factorself,-0.758345590750256,0.468440779043511,interval_1_to_3_years
ELSA,education,death_pre,seslow,0.347675174171183,1.41577229563224,interval_1_to_3_years
ELSA,education,death_pre,sesmiddle,-0.0880038017123602,0.915757395270499,interval_1_to_3_years
ELSA,education,death_pre,sex_factormale,0.556551480207603,1.7446456693245,interval_1_to_3_years
ELSA,education,onset,(Intercept),-3.48587463426976,0.0306269593230031,interval_1_to_3_years
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.20325419633349,3.33093883381481,interval_1_to_3_years
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.41728216560376,4.12589169786049,interval_1_to_3_years
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.52148526695574,12.4470701631513,interval_1_to_3_years
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.66448511902836,14.3605536663363,interval_1_to_3_years
ELSA,education,onset,period_factor10,-0.401886204496444,0.669056877022791,interval_1_to_3_years
ELSA,education,onset,period_factor2,-0.167628325522632,0.845668089525991,interval_1_to_3_years
ELSA,education,onset,period_factor3,-0.232255092248564,0.792743874694223,interval_1_to_3_years
ELSA,education,onset,period_factor4,-0.235665538624035,0.790044869242818,interval_1_to_3_years
ELSA,education,onset,period_factor5,-0.390937684034358,0.676422306635168,interval_1_to_3_years
ELSA,education,onset,period_factor6,-0.514761409142622,0.597643169805283,interval_1_to_3_years
ELSA,education,onset,period_factor7,-0.442253999725238,0.642586397956746,interval_1_to_3_years
ELSA,education,onset,period_factor8,-0.643701293360257,0.52534436748339,interval_1_to_3_years
ELSA,education,onset,period_factor9,-1.01954143643175,0.360760333794382,interval_1_to_3_years
ELSA,education,onset,proxy_factorself,-0.0706285330481609,0.931807963710514,interval_1_to_3_years
ELSA,education,onset,seslow,0.507944669794814,1.66187198665719,interval_1_to_3_years
ELSA,education,onset,sesmiddle,0.301425827941749,1.3517848467552,interval_1_to_3_years
ELSA,education,onset,sex_factormale,-0.0576823305285782,0.943949763835545,interval_1_to_3_years
ELSA,education,recovery,(Intercept),-2.62970283972134,0.0720998842774219,interval_1_to_3_years
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.226083811431361,0.797651246571401,interval_1_to_3_years
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-0.85990912691312,0.423200538109691,interval_1_to_3_years
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.10538806862249,0.121798398959736,interval_1_to_3_years
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.33165766214023,0.0971345972161001,interval_1_to_3_years
ELSA,education,recovery,origin_factorD2,0.0926628274927962,1.09709176371886,interval_1_to_3_years
ELSA,education,recovery,period_factor10,0.29612181801608,1.34463394749536,interval_1_to_3_years
ELSA,education,recovery,period_factor2,0.318475448968638,1.37502986236816,interval_1_to_3_years
ELSA,education,recovery,period_factor3,0.0551796080725788,1.05673039494142,interval_1_to_3_years
ELSA,education,recovery,period_factor4,0.145090729096905,1.15614446145249,interval_1_to_3_years
ELSA,education,recovery,period_factor5,0.225867620879538,1.25340972901768,interval_1_to_3_years
ELSA,education,recovery,period_factor6,0.339953343328789,1.40488204191494,interval_1_to_3_years
ELSA,education,recovery,period_factor7,0.258211978820991,1.2946132201236,interval_1_to_3_years
ELSA,education,recovery,period_factor8,0.136165691858945,1.1458717394851,interval_1_to_3_years
ELSA,education,recovery,period_factor9,-0.861727406524804,0.422431740356046,interval_1_to_3_years
ELSA,education,recovery,proxy_factorself,1.11776080341778,3.05799907009571,interval_1_to_3_years
ELSA,education,recovery,seslow,-0.37717510705383,0.685795975668476,interval_1_to_3_years
ELSA,education,recovery,sesmiddle,-0.124308746422903,0.883107142616287,interval_1_to_3_years
ELSA,education,recovery,sex_factormale,-0.0323466899572941,0.968170868771196,interval_1_to_3_years
ELSA,education,relapse,(Intercept),-1.80420728110396,0.164604890278599,interval_1_to_3_years
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.496713770926246,1.643312087701,interval_1_to_3_years
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.842440428192643,2.32202680745189,interval_1_to_3_years
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.825807903662,6.20780830476869,interval_1_to_3_years
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.61588433598345,5.03233623229013,interval_1_to_3_years
ELSA,education,relapse,period_factor10,-0.42160147164556,0.65599542008146,interval_1_to_3_years
ELSA,education,relapse,period_factor3,-0.262806604479864,0.768890582927344,interval_1_to_3_years
ELSA,education,relapse,period_factor4,-0.298922693862765,0.741616738744409,interval_1_to_3_years
ELSA,education,relapse,period_factor5,-0.341944937989655,0.710387318986219,interval_1_to_3_years
ELSA,education,relapse,period_factor6,-0.404931822190201,0.667022285426786,interval_1_to_3_years
ELSA,education,relapse,period_factor7,-0.467755831665461,0.626406453606993,interval_1_to_3_years
ELSA,education,relapse,period_factor8,-0.429506079679495,0.650830473745155,interval_1_to_3_years
ELSA,education,relapse,period_factor9,-0.795595755567321,0.451312283010544,interval_1_to_3_years
ELSA,education,relapse,proxy_factorself,-0.229428296905623,0.79498796969166,interval_1_to_3_years
ELSA,education,relapse,seslow,0.463100999973365,1.58899382264546,interval_1_to_3_years
ELSA,education,relapse,sesmiddle,0.217844895118143,1.2433941961519,interval_1_to_3_years
ELSA,education,relapse,sex_factormale,-0.0546238125592158,0.946841270759296,interval_1_to_3_years
ELSA,wealth,death_post,(Intercept),-3.79878747536161,0.022397913419803,interval_1_to_3_years
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.62822107533757,5.09480338093129,interval_1_to_3_years
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.96752271283222,7.15293464838737,interval_1_to_3_years
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.5913608092957,36.2834171582073,interval_1_to_3_years
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.97303387041258,19.5511453503817,interval_1_to_3_years
ELSA,wealth,death_post,origin_factorD2,-0.0278019265272134,0.972580990218121,interval_1_to_3_years
ELSA,wealth,death_post,origin_factorR1,-0.494076944511183,0.61013383483482,interval_1_to_3_years
ELSA,wealth,death_post,period_factor2,-0.070003990202989,0.932390099472764,interval_1_to_3_years
ELSA,wealth,death_post,period_factor3,-0.108900341861406,0.89681978843566,interval_1_to_3_years
ELSA,wealth,death_post,period_factor4,-0.0366057704885514,0.964056119816711,interval_1_to_3_years
ELSA,wealth,death_post,period_factor5,-0.298190996947327,0.742159575996539,interval_1_to_3_years
ELSA,wealth,death_post,proxy_factorself,-0.832388720463472,0.435008929523691,interval_1_to_3_years
ELSA,wealth,death_post,seslow,0.469478038002039,1.5991592749683,interval_1_to_3_years
ELSA,wealth,death_post,sesmiddle,0.12569493589544,1.13393619228415,interval_1_to_3_years
ELSA,wealth,death_post,sex_factormale,0.585283296765303,1.79549957281703,interval_1_to_3_years
ELSA,wealth,death_pre,(Intercept),-5.10188335475618,0.00608527503474607,interval_1_to_3_years
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",2.11088652415979,8.25555679200913,interval_1_to_3_years
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",3.10026419722005,22.2038166932396,interval_1_to_3_years
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.13744457673485,62.642538540713,interval_1_to_3_years
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.43720096877186,11.4409722447746,interval_1_to_3_years
ELSA,wealth,death_pre,period_factor2,-0.0364730192149828,0.964184107989517,interval_1_to_3_years
ELSA,wealth,death_pre,period_factor3,-0.162613509353687,0.849919610924128,interval_1_to_3_years
ELSA,wealth,death_pre,period_factor4,-0.226924887102263,0.796980643567514,interval_1_to_3_years
ELSA,wealth,death_pre,period_factor5,-0.710608576199472,0.491345085529215,interval_1_to_3_years
ELSA,wealth,death_pre,proxy_factorself,-0.923906344565941,0.396965325044801,interval_1_to_3_years
ELSA,wealth,death_pre,seslow,0.469502641258251,1.59919861997767,interval_1_to_3_years
ELSA,wealth,death_pre,sesmiddle,0.301008455834904,1.35122076718944,interval_1_to_3_years
ELSA,wealth,death_pre,sex_factormale,0.587769398252658,1.79996892029929,interval_1_to_3_years
ELSA,wealth,onset,(Intercept),-3.37220750032683,0.0343138059375182,interval_1_to_3_years
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.1903679877228,3.28829103549857,interval_1_to_3_years
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.55549099338194,4.73741199215392,interval_1_to_3_years
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.44753381143349,11.5598028827485,interval_1_to_3_years
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.33014984347794,10.2794817309402,interval_1_to_3_years
ELSA,wealth,onset,period_factor10,-0.431300719276516,0.649663515054366,interval_1_to_3_years
ELSA,wealth,onset,period_factor2,-0.162888253190274,0.849686132824236,interval_1_to_3_years
ELSA,wealth,onset,period_factor3,-0.248643741352705,0.779857754969584,interval_1_to_3_years
ELSA,wealth,onset,period_factor4,-0.249406484532939,0.779263150579478,interval_1_to_3_years
ELSA,wealth,onset,period_factor5,-0.404626893028001,0.667225710987067,interval_1_to_3_years
ELSA,wealth,onset,period_factor6,-0.551757911440205,0.57593647464659,interval_1_to_3_years
ELSA,wealth,onset,period_factor7,-0.46837089828093,0.626021290372331,interval_1_to_3_years
ELSA,wealth,onset,period_factor8,-0.657811721014559,0.517983587796799,interval_1_to_3_years
ELSA,wealth,onset,period_factor9,-1.0066313248191,0.365447983904392,interval_1_to_3_years
ELSA,wealth,onset,proxy_factorself,-0.161293606454611,0.851042162949434,interval_1_to_3_years
ELSA,wealth,onset,seslow,0.685642161934861,1.98504614741089,interval_1_to_3_years
ELSA,wealth,onset,sesmiddle,0.35507596982993,1.42628900509888,interval_1_to_3_years
ELSA,wealth,onset,sex_factormale,-0.0917976805416624,0.912289704833827,interval_1_to_3_years
ELSA,wealth,recovery,(Intercept),-2.61537464164276,0.0731403821295691,interval_1_to_3_years
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.378700525331177,0.684750647436753,interval_1_to_3_years
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-0.887324748156753,0.411755831149113,interval_1_to_3_years
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.43651245942585,0.0874653591507497,interval_1_to_3_years
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.68775945263463,0.0680332003418907,interval_1_to_3_years
ELSA,wealth,recovery,origin_factorD2,0.119453152496564,1.1268804512948,interval_1_to_3_years
ELSA,wealth,recovery,period_factor10,0.386066229609705,1.47118210340476,interval_1_to_3_years
ELSA,wealth,recovery,period_factor2,0.317922858441816,1.37427024379047,interval_1_to_3_years
ELSA,wealth,recovery,period_factor3,0.0578809039580046,1.05958879536379,interval_1_to_3_years
ELSA,wealth,recovery,period_factor4,0.152001171963565,1.16416160078629,interval_1_to_3_years
ELSA,wealth,recovery,period_factor5,0.235300749935377,1.26528924717491,interval_1_to_3_years
ELSA,wealth,recovery,period_factor6,0.365527546372808,1.4412741465757,interval_1_to_3_years
ELSA,wealth,recovery,period_factor7,0.266100653825579,1.30486639187144,interval_1_to_3_years
ELSA,wealth,recovery,period_factor8,0.179206939751883,1.19626827401493,interval_1_to_3_years
ELSA,wealth,recovery,period_factor9,-0.691708251143312,0.50071998258615,interval_1_to_3_years
