age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
65,D1,0.10143981077965,0.112714274628351,0.107077042704,CHARLS,education,middle
65,R1,0.0359099342694794,0.0484212282714562,0.0421655812704678,CHARLS,education,middle
65,D2,0.0053614889737559,0.00945108675704572,0.00740628786540081,CHARLS,education,middle
65,DEAD,0.0228571411128023,0.029618078935419,0.0262376100241107,CHARLS,education,middle
66,I0,0.799795331407728,0.764795707079113,0.782295519243421,CHARLS,education,middle
66,D1,0.112714274628351,0.122177186152165,0.117445730390258,CHARLS,education,middle
66,R1,0.0484212282714562,0.0611602992905077,0.054790763780982,CHARLS,education,middle
66,D2,0.00945108675704572,0.0146661596395229,0.0120586231982843,CHARLS,education,middle
66,DEAD,0.029618078935419,0.0372006478386912,0.0334093633870551,CHARLS,education,middle
67,I0,0.764795707079113,0.729523434713341,0.747159570896227,CHARLS,education,middle
67,D1,0.122177186152165,0.130138879080645,0.126158032616405,CHARLS,education,middle
67,R1,0.0611602992905077,0.0737646123004343,0.067462455795471,CHARLS,education,middle
67,D2,0.0146661596395229,0.0209329722648869,0.0177995659522049,CHARLS,education,middle
67,DEAD,0.0372006478386912,0.0456401016406932,0.0414203747396922,CHARLS,education,middle
68,I0,0.729523434713341,0.694085440351998,0.711804437532669,CHARLS,education,middle
68,D1,0.130138879080645,0.136845519759663,0.133492199420154,CHARLS,education,middle
68,R1,0.0737646123004343,0.0859244363200078,0.0798445243102211,CHARLS,education,middle
68,D2,0.0209329722648869,0.0281758589235471,0.024554415594217,CHARLS,education,middle
68,DEAD,0.0456401016406932,0.0549687446447844,0.0503044231427388,CHARLS,education,middle
69,I0,0.694085440351998,0.658604981208657,0.676345210780328,CHARLS,education,middle
69,D1,0.136845519759663,0.14249136038696,0.139668440073311,CHARLS,education,middle
69,R1,0.0859244363200078,0.0973586031071225,0.0916415197135652,CHARLS,education,middle
69,D2,0.0281758589235471,0.036328483386701,0.032252171155124,CHARLS,education,middle
