module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,low,97,recovery,D1,R1,0.0266126025094063,7389
wealth_within_low_education,all,CHARLS,low,98,recovery,D1,R1,0.0266126025094063,7389
wealth_within_low_education,all,CHARLS,low,99,recovery,D1,R1,0.0266126025094063,7389
wealth_within_low_education,all,CHARLS,high,60,recovery,D2,R1,0.288068009314817,1074
wealth_within_low_education,all,CHARLS,high,61,recovery,D2,R1,0.285557972597736,1074
wealth_within_low_education,all,CHARLS,high,62,recovery,D2,R1,0.282909965211019,1074
wealth_within_low_education,all,CHARLS,high,63,recovery,D2,R1,0.279970062739341,1074
wealth_within_low_education,all,CHARLS,high,64,recovery,D2,R1,0.276591630714498,1074
wealth_within_low_education,all,CHARLS,high,65,recovery,D2,R1,0.272637294139758,1074
wealth_within_low_education,all,CHARLS,high,66,recovery,D2,R1,0.267981599926942,1074
wealth_within_low_education,all,CHARLS,high,67,recovery,D2,R1,0.262514242219516,1074
wealth_within_low_education,all,CHARLS,high,68,recovery,D2,R1,0.256143679275331,1074
wealth_within_low_education,all,CHARLS,high,69,recovery,D2,R1,0.248800926009174,1074
wealth_within_low_education,all,CHARLS,high,70,recovery,D2,R1,0.240443263511755,1074
wealth_within_low_education,all,CHARLS,high,71,recovery,D2,R1,0.231112787801606,1074
wealth_within_low_education,all,CHARLS,high,72,recovery,D2,R1,0.221085180345846,1074
wealth_within_low_education,all,CHARLS,high,73,recovery,D2,R1,0.210667191575355,1074
wealth_within_low_education,all,CHARLS,high,74,recovery,D2,R1,0.200130426442229,1074
wealth_within_low_education,all,CHARLS,high,75,recovery,D2,R1,0.189707980777303,1074
wealth_within_low_education,all,CHARLS,high,76,recovery,D2,R1,0.179593937342351,1074
wealth_within_low_education,all,CHARLS,high,77,recovery,D2,R1,0.169945103393931,1074
wealth_within_low_education,all,CHARLS,high,78,recovery,D2,R1,0.160884378610627,1074
wealth_within_low_education,all,CHARLS,high,79,recovery,D2,R1,0.152505203013302,1074
wealth_within_low_education,all,CHARLS,high,80,recovery,D2,R1,0.144876628153011,1074
wealth_within_low_education,all,CHARLS,high,81,recovery,D2,R1,0.137981602468518,1074
wealth_within_low_education,all,CHARLS,high,82,recovery,D2,R1,0.131545328301567,1074
wealth_within_low_education,all,CHARLS,high,83,recovery,D2,R1,0.125277259519195,1074
wealth_within_low_education,all,CHARLS,high,84,recovery,D2,R1,0.118938596862341,1074
wealth_within_low_education,all,CHARLS,high,85,recovery,D2,R1,0.112341005944493,1074
wealth_within_low_education,all,CHARLS,high,86,recovery,D2,R1,0.105348878789694,1074
wealth_within_low_education,all,CHARLS,high,87,recovery,D2,R1,0.0978833488996478,1074
wealth_within_low_education,all,CHARLS,high,88,recovery,D2,R1,0.0899261900579344,1074
wealth_within_low_education,all,CHARLS,high,89,recovery,D2,R1,0.0815216988159204,1074
wealth_within_low_education,all,CHARLS,high,90,recovery,D2,R1,0.0727748103255562,1074
wealth_within_low_education,all,CHARLS,high,91,recovery,D2,R1,0.0639030165927958,1074
wealth_within_low_education,all,CHARLS,high,92,recovery,D2,R1,0.0553359345074413,1074
wealth_within_low_education,all,CHARLS,high,93,recovery,D2,R1,0.047418995059335,1074
wealth_within_low_education,all,CHARLS,high,94,recovery,D2,R1,0.0403524816384256,1074
wealth_within_low_education,all,CHARLS,high,95,recovery,D2,R1,0.034219570485334,1074
wealth_within_low_education,all,CHARLS,high,96,recovery,D2,R1,0.034219570485334,1074
wealth_within_low_education,all,CHARLS,high,97,recovery,D2,R1,0.034219570485334,1074
wealth_within_low_education,all,CHARLS,high,98,recovery,D2,R1,0.034219570485334,1074
wealth_within_low_education,all,CHARLS,high,99,recovery,D2,R1,0.034219570485334,1074
wealth_within_low_education,all,CHARLS,middle,60,recovery,D2,R1,0.261987469523832,1074
wealth_within_low_education,all,CHARLS,middle,61,recovery,D2,R1,0.259704681617309,1074
wealth_within_low_education,all,CHARLS,middle,62,recovery,D2,R1,0.257296414360642,1074
wealth_within_low_education,all,CHARLS,middle,63,recovery,D2,R1,0.254622679047117,1074
