module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,high,96,recovery,D1,R1,0.0330905574891245,7483
wealth_within_low_education,all,CHARLS,high,97,recovery,D1,R1,0.0330905574891245,7483
wealth_within_low_education,all,CHARLS,high,98,recovery,D1,R1,0.0330905574891245,7483
wealth_within_low_education,all,CHARLS,high,99,recovery,D1,R1,0.0330905574891245,7483
wealth_within_low_education,all,CHARLS,middle,60,recovery,D1,R1,0.243899915283226,7483
wealth_within_low_education,all,CHARLS,middle,61,recovery,D1,R1,0.241432523889627,7483
wealth_within_low_education,all,CHARLS,middle,62,recovery,D1,R1,0.238859853202486,7483
wealth_within_low_education,all,CHARLS,middle,63,recovery,D1,R1,0.236057101926893,7483
wealth_within_low_education,all,CHARLS,middle,64,recovery,D1,R1,0.232906047797458,7483
wealth_within_low_education,all,CHARLS,middle,65,recovery,D1,R1,0.229296543124682,7483
wealth_within_low_education,all,CHARLS,middle,66,recovery,D1,R1,0.225128541149788,7483
wealth_within_low_education,all,CHARLS,middle,67,recovery,D1,R1,0.220314548479235,7483
wealth_within_low_education,all,CHARLS,middle,68,recovery,D1,R1,0.214782368863802,7483
wealth_within_low_education,all,CHARLS,middle,69,recovery,D1,R1,0.208477971355898,7483
wealth_within_low_education,all,CHARLS,middle,70,recovery,D1,R1,0.201368285166058,7483
wealth_within_low_education,all,CHARLS,middle,71,recovery,D1,R1,0.193488160791833,7483
wealth_within_low_education,all,CHARLS,middle,72,recovery,D1,R1,0.185059955396902,7483
wealth_within_low_education,all,CHARLS,middle,73,recovery,D1,R1,0.176330466824857,7483
wealth_within_low_education,all,CHARLS,middle,74,recovery,D1,R1,0.16751790161686,7483
wealth_within_low_education,all,CHARLS,middle,75,recovery,D1,R1,0.15880938704862,7483
wealth_within_low_education,all,CHARLS,middle,76,recovery,D1,R1,0.150360689484271,7483
wealth_within_low_education,all,CHARLS,middle,77,recovery,D1,R1,0.142297659432468,7483
wealth_within_low_education,all,CHARLS,middle,78,recovery,D1,R1,0.134718931457373,7483
wealth_within_low_education,all,CHARLS,middle,79,recovery,D1,R1,0.127699454588183,7483
wealth_within_low_education,all,CHARLS,middle,80,recovery,D1,R1,0.121294500605617,7483
wealth_within_low_education,all,CHARLS,middle,81,recovery,D1,R1,0.115490260640196,7483
wealth_within_low_education,all,CHARLS,middle,82,recovery,D1,R1,0.11006670535336,7483
wealth_within_low_education,all,CHARLS,middle,83,recovery,D1,R1,0.104791368174226,7483
wealth_within_low_education,all,CHARLS,middle,84,recovery,D1,R1,0.0994733116098838,7483
wealth_within_low_education,all,CHARLS,middle,85,recovery,D1,R1,0.0939618909302341,7483
wealth_within_low_education,all,CHARLS,middle,86,recovery,D1,R1,0.088148232663239,7483
wealth_within_low_education,all,CHARLS,middle,87,recovery,D1,R1,0.0819680764672637,7483
